Appelation courante;Description;Historique/Anecdotes;Commune;Entité;Adresse actuelle;Latitude;Longitude;Photographies;r_Photographies
Porte du n°202 rue du Berger;"Précédée d'un joli jardinet grillagé, maison en double corps datée de 1906 en haut de la façade revêtue d'un cimentage décoratif. Conservation d'anciennes menuiseries en bois dont une belle porte d'entrée surmontée de l'inscription "" ALP "". ";Non vérifié;Ohey;Ohey;Rue du Berger, 202;50.429844;5.123488;Ohey-Cat3.1-PorteEntréeBerger202-JD-01;
Potale (?)  du n°173 rue du Château;Au pignon de la dépendance qui jouxte le logis, tout en haut, potale ou pigeonnier ou petite baie d'aération ? ;""" Petite ferme clôturée en grande partie reconstruite au 19e siècle qui conserve un corps de logis remontant au 18e siècle, probablement à 1735, comme en témoignent le volume et les fenêtres rectangulaires du pignon et de la façade arrière. (...) ""
IPIC : 92097-INV-0053-02";Ohey;Ohey;Rue du Château 173;50.429231;5.127136;Ohey-Cat.2.3-PotaleChâteau173-JD-01Ohey-Cat.2.3-PotaleChâteau173-JD-02;Ohey-Cat.2.3-PotaleChâteau173-JD
Potale de la chapelle Saint-Mort;""" A un croisement de route, chapelle composite d’une nef d’une travée reliée par des pans courbes à une abside semi-circulaire précédée d’une travée droite légèrement plus basse. Nef en grès percée dans l’axe d’une porte cintrée sur montants à queues de pierre dont la clé de remploi est datée « S.M.P.P. NOUS / 1621 ». Au-dessus, petite niche en plein cintre portant sur la base « St Mort PP Nous / 1793 », date de la nef. (...) ""IPIC : 92097-INV-0039-02 Niche vide. Trois étoiles en relief sur le dessus. Il n'y a plus de grille mais on voit encore les gonds.                                                                                                         ";"Saint Mort  (parfois écrit saint Maur) est invoqué pour les maux de dents, pour les pierres et hernies, l'apoplexie, la paralysie, la gravelle et pour les enfants étant en retard ou ayant des difficultés pour marcher. Vénéré dans tout le Condroz, spécialement avant la Guerre 1914-1918, saint Mort fait toujours l'objet aujourd'hui d'une procession qui se fête le 1er dimanche du mois d'août. Sur le choeur de la chapelle, on trouve d'émouvantes inscriptions gravées durablement sur l'essentage en zinc. Par contre, à l'intérieur, les ex-voto (plaques avec remerciements au saint, béquilles, chaussons,...) ont été enlevés dans passé par ""mesure d'hygiène"". A l'intérieur, vous n'y trouverez plus non plus la statue du saint (XVIIe s.) ni l'autel ni les anciens bancs (XVIIIe s.), tout cela a été volé en septembre 1996.     
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, pp. 147, 152.";Ohey;Haillot;Rue Saint-Mort et rue de la Chapelle + au croisement;50.460778;5.144437;Haillot-Cat2.3-PotaleChapelleSt Mort-AF-01Haillot-Cat2.3-PotaleChapelleSt Mort-AF-02Haillot-Cat2.3-PotaleChapelleSt Mort-AF-03Haillot-Cat2.3-PotaleChapelleSt Mort-AF-04;Haillot-Cat2.3-PotaleChapelleSt Mort-AF
Potale de la ferme Beghin;Posée au pied d'un bâtiment de la ferme, dans la cour, borne-potale à trois niches cintrées, jadis protégées par des grilles;Non vérifié;Ohey;Ohey;Rue du Château, 176;50.428023;5.127488;Ohey-Cat2.4-PotaleFermeBeghin-JD-01Ohey-Cat2.4-PotaleFermeBeghin-JD-02;Ohey-Cat2.4-PotaleFermeBeghin-JD
Potale de la ferme Hanoul;Potale en bâtière intégrée dans le mur de façade de la grange, dédiée à Saint-Donat;Non vérifié;Ohey;Ohey;Rue Brionsart, 134;50.43104;5.08679;Ohey-Cat2.3-PotaleFermeHanoul-AF-01Ohey-Cat2.3-PotaleFermeHanoul-AF-02Ohey-Cat2.3-PotaleFermeHanoul-OG-01;Ohey-Cat2.3-PotaleFermeHanoul-AF
Potale de l'ancien presbytère;Haute niche en tiers-point avec un joli socle mouluré en calcaire. Saint manquant.;""" Le presbytère fut construit peu après l’église, devis approuvé le 16 mars 1890 (13.000 F). La cure fut plus tard installée au presbytère de Haillot. Le bâtiment fut restauré et aménagé par l’administration communale pour devenir la crèche et ce le 1er octobre 1992. ""
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.154.
";Ohey;Ohey;Place Roi Baudouin, 79;50.435978;5.121714;Ohey-Cat2.3-PotaleAncienPresbytère-AD-01.JPGOhey-Cat2.3-PotaleAncienPresbytère-AD-02.JPG;
Potale devant le n°22 rue curé Binet;Borne-potale en brique. Adossée à un bâtiment, sur un piédestal en brique, niche en plein cintre enduite de ciment. Un lutin faisant la sieste y a pris place récemment.     ;Pas d'information trouvée;Ohey;Perwez;Rue curé Binet, 22 + devant;50.452904;5.170779;Perwez-Cat2.4-PotaleCuréBinet22-AF-01Perwez-Cat2.4-PotaleCuréBinet22-AF-02;Perwez-Cat2.4-PotaleCuréBinet22-AF
Potale du n° 317 rue Bois d'Ohey;Niche-potale en bâtière intégrée dans le mur de façade en brique,  dédiée au Sacré-Cœur et surmontée d'une croix;Non vérifié;Ohey;Ohey;Rue du Bois d'Ohey, 317;50.438831;5.106718;Ohey-Cat2.3-PotaleBoisD'Ohey317-OG-01;
Potale du n°133 rue du Centre;A la hauteur des fenêtres du 1er étage, potale en calcaire contenant une Vierge à l'enfant en céramique blanche. Pas de protection.;Pas d'information trouvée;Ohey;Haillot;Rue du Centre, 133;50.445723;5.147521;Haillot-cat2.3-PotaleCentre133-MT-01Haillot-cat2.3-PotaleCentre133-MT-02;Haillot-cat2.3-PotaleCentre133-MT
Potale du n°163 rue du Château;Niche-potale cintrée récente située au-dessus de la porte d'entrée. Statue de la Vierge.;Non vérifié;Ohey;Ohey;Rue du Château, 163;50.429542;5.126067;;
Potale du n°212 rue Dehasse;Potale en bâtière, située en façade, au-dessus d'une ancienne porte de grange aujourd'hui obturée, occupée par vieille statuette de saint Donat.;"Saint Donat est invoqué contre l'orage, la tempête et la peur chez les enfants. En ardenne, il est prié contre la foudre et la grêle. Soldat et martyr romain, ses reliques ont été transférées en 1552 dans le diocèse de Cologne. Donc, représenté en soldat, il tient en main la palme du martyre et l'éclair de la foudre, parfois une épée. Fêté le 24 mai.
Source : Jean-Luc Dubart, Les saints guérisseurs, Ath, Ab Editions, t.1, 1997, p.59.";Ohey;Haillot;Rue Dehasse, 212;50.2759;5.9142;Haillot-Cat2.3-PotaleDehasse212-AF-01Haillot-Cat2.3-PotaleDehasse212-AF-02;Haillot-Cat2.3-PotaleDehasse212-AF
Potale du n°259 rue Marteau;Au-dessus de la porte d'une ancienne grange rénovée en habitation, niche en bâtière vitrée contenant une statuette de saint Donat;"Saint Donat est invoqué contre l'orage, la tempête et la peur chez les enfants. En ardenne, il est prié contre la foudre et la grêle. Soldat et martyr romain, ses reliques ont été transférées en 1552 dans le diocèse de Cologne. Donc, représenté en soldat, il tient en main la palme du martyre et l'éclair de la foudre, parfois une épée. Fêté le 24 mai.
Source : Jean-Luc Dubart, Les saints guérisseurs, Ath, Ab Editions, t.1, 1997, p.59.";Ohey;Ohey;Rue Marteau, 259;50.438778;5.123471;Ohey-Cat2.3-PotaleMarteau259-AD-01Ohey-Cat2.3-PotaleMarteau259-AD-02Ohey-Cat2.3-PotaleMarteau259-AD-03;Ohey-Cat2.3-PotaleMarteau259-AD
Potale du n°33 route de Huy; Au-dessus de la porte d'entrée, petite potale calcaire en plein cintre contenant derrière une vitre une statuette de saint Donat en faïence rehaussée de doré et de bleu;"Saint Donat est invoqué contre l'orage, la tempête et la peur chez les enfants. En ardenne, il est prié contre la foudre et la grêle. Soldat et martyr romain, ses reliques ont été transférées en 1552 dans le diocèse de Cologne. Donc, représenté en soldat, il tient en main la palme du martyre et l'éclair de la foudre, parfois une épée. Fêté le 24 mai.
Source : Jean-Luc Dubart, Les saints guérisseurs, Ath, Ab Editions, t.1, 1997, p.59.";Ohey;Haillot;Route de Huy, 33;50.437514;5.153528;Haillot-Cat2.3-PotaleHuy33-MT-01Haillot-Cat2.3-PotaleHuy33-MT-02;Haillot-Cat2.3-PotaleHuy33-MT
Potale du n°57 chaussée de Ciney;Niche-potale en calcaire située en façace, au-dessus d'une ancienne ouverture murée. Vide.;Non vérifié;Ohey;Ohey;Rue de Ciney, 57;50.432703;5.125245;Ohey-Cat3.2-PotaleCiney57-JD-01Ohey-Cat3.2-PotaleCiney57-JD-02;Ohey-Cat3.2-PotaleCiney57-JD
Potale du tilleul Joassin;Adossée au Tilleul Joassin, potale Notre-Dame de Lourdes peinte en bleu et blanc, vitrée, avec un petit toit en bâtière.;Elle est adossée à un tilleul de Hollande, repris sur la liste des arbres remarquables de Wallonie depuis le 4 novembre 1987 et qui fut déjà répertorié par Jean Chalon sous le n°857.;Ohey;Ohey;Rue du Tilleul et rue de Ciney + au croisement des;50.438328;5.122246;Ohey-Cat2.3-PotaleTilleulJoassin-AD-01Ohey-Cat2.3-PotaleTilleulJoassin-AD-02;Ohey-Cat2.3-PotaleTilleulJoassin-AD
Potale Notre-Dame de Lourdes 1;""" A l’abri de hauts arbres, au bord d’un chemin ancien, borne-potale en calcaire dédiée à Notre-Dame de Lourdes suivant l’inscription dédicatoire, relevant probablement du 19e siècle. Silhouette haute et étroite terminée par une tête en bâtière creusée d’une niche de même type fermée par une petite grille qui protège une statuette de la Vierge. Petite croix faitière. CS ""IPIC : 92097-INV-0096-01";""" Ce hameau (Matagne) au sud de la localité s'est installé sur le 1er tige condruzien. Il est très ancien puisque le diverticulum romain Huy-Dinant le traversait et que dans sa plaine, en 1932, une campagne de fouilles révèle l'existence d'un cimetière mérovingien - 17 tombes (...) plusieurs habitations et fermes du début du XVIIIe siècle, offrent encore de magnifiques portes en façade (...) Enfin, l'endroit s'appelait encore "" Al Baurire "" : sur cette route importante, on percevait encore l'octroi en 1852 ! "" 
Source : article d'Adolphe Ronveaux dans le journal  "" La petite Gazette "" , sd.  ";Ohey;Haillot;Chemin de Dinant et rue de Grand mont + chemin de liaison;50.435634;5.154289;Haillot-cat2.4-PotaleNDdeLourdes1-MT-01Haillot-cat2.4-PotaleNDdeLourdes1-MT-02;Haillot-cat2.4-PotaleNDdeLourdes1-MT
Potale rue de la Source;Au-dessus d'une porte de grange, niche-potale en bâtière abritant une petite statuette sous globe;Pas d'information trouvée;Ohey;Haillot;Rue de la Source;50.450353;5.149018;Haillot-Cat2.3-PotaleSource-MT-01Haillot-Cat2.3-PotaleSource-MT-02;Haillot-Cat2.3-PotaleSource-MT
Potale Saint(e)-Apolonie;""" Enfermée par une haie, simple potale en calcaire, montée sur un piédestal récent en brique, probablement du 19e siècle. Niche cintrée sous fronton courbe, fermée jadis par une grille perdue, portant la dédicace « ST(E) APOLONIE / P.P.N. ». CS ""IPIC : 92097-INV-0077-01=> Erreur dans la notice IPIC : piédestal en pierre Niche vide";Sainte Apolonie (écriture courante : Apollonia) ou sainte Apolline est la patronne des dentistes, invoquée contre les maux de dents. Elle est  fêtée le 9 février. ;Ohey;Haillot;Rue du Centre, 112 + à proximité;50.444987;5.148699;Haillot-Cat2.4-PotaleSt Apolonie-MT-01Haillot-Cat2.4-PotaleSt Apolonie-MT-02Haillot-Cat2.4-PotaleSt Apolonie-MT-03;Haillot-Cat2.4-PotaleSt Apolonie-MT
Potale Saint-Donat;Borne-potale en calcaire dédiée à saint Donat comme l'indique l'insciption sur la tablette et la statue en plâtre. Niche en plein cintre fermée par une grille et sommée d'une croix ;Non vérifié;Ohey;Ohey;Chemin de la marmite;50.43114;5.08708;Ohey-Cat2.4-PotaleStDonat-OG-01Ohey-Cat2.4-PotaleStDonat-OG-02Ohey-Cat2.4-PotaleStDonat-OG-03Ohey-Cat2.4-PotaleStDonat-OG-04Ohey-Cat2.4-PotaleStDonat-OG-05;Ohey-Cat2.4-PotaleStDonat-OG
Potale Saint-Donat;""" Isolée à la croisée des chemins, au bord d’une prairie, potale en calcaire du 19e siècle dédiée à Saint-Donat comme l’indique l’inscription du bandeau. Haut pied quadrangulaire supportant une tête creusée d’une niche cintrée fermée par une intéressante grille en ferronnerie. Mouluré à la base, couronnement pyramidal tronqué et piqué d’une élégante croix à double volutes. CS ""IPIC : 92097-INV-0095-01 Silhouette haute et étroite. Au sommet, la croix a perdu sa traverse.";"Saint Donat, saint martyr mentionné déjà au 5e siècle.

Saint Donat est invoqué contre l'orage, la tempête et la peur chez les enfants. En ardenne, il est prié contre la foudre et la grêle. Soldat et martyr romain, ses reliques ont été transférées en 1552 dans le diocèse de Cologne. Donc, représenté en soldat, il tient en main la palme du martyre et l'éclair de la foudre, parfois une épée. Fêté le 24 mai.
Source : Jean-Luc Dubart, Les saints guérisseurs, Ath, Ab Editions, t.1, 1997, p.59.";Ohey;Haillot;Rue de Grand Mont;50.435627;5.155388;Haillot-Cat2.4-PotaleSaintDonat-MT-01Haillot-Cat2.4-PotaleSaintDonat-MT-02Haillot-Cat2.4-PotaleSaintDonat-MT-03;Haillot-Cat2.4-PotaleSaintDonat-MT
Potale Sainte-Barbe du n°115 rue du Centre;Potale calcaire dédiée à sainte Barbe, comme l'indique l'inscription, mais occupée par une représentation de la grotte de Lourdes. Grille manquante. ;"Sainte Barbe protège de la "" male mort "", la mort soudaine, la mort sans confession. Elle est vénérée contre les dangers de l'orage et du feu. (…)  Sainte Barbe est "" l'éternelle patronne de ce qui brûle, éclate et détonne "". (…) patronne des pompiers, forgerons, mécaniciens, mathématicien, artificiers, artilleurs, ...
Source : Jean-Luc Dubart, Les saints guérisseurs, Ath, Ab Editions, t.1, 1997, pp.39, 40.";Ohey;Haillot;Rue du Centre, 115;50.26411;5.08554;Haillot-Cat2.3-PotaleSteBarbeCentre115-AF-01Haillot-Cat2.3-PotaleSteBarbCentre115-AF-02;Haillot-Cat2.3-PotaleSteBarbeCentre115-AF
Potale Saint-Joseph;""" A l’abri d’une haie, dans un jardin privé, potale en calcaire du 19e siècle dédiée à saint Joseph comme l’indique l’inscription sous la niche cintrée. Piédestal récent en brique et croix fleurdelisée en ferronnerie piquée dans la niche. CS ""IPIC : 92097-INV-0076-01=> Erreurs à l' IPIC : pied en pierre Niche vide (même propriétaire que le n°115)";Père nourricier de Jésus. Patron des charpentiers, des charrons. ;Ohey;Haillot;Rue du Centre, 113;50.26411;5.08554;Haillot-Cat2.4-PotaleStJosephCentre115-AF-01Haillot-Cat2.4-PotaleStJosephCentre115-AF-02Haillot-Cat2.4-PotaleStJosephCentre115-AF-03;Haillot-Cat2.4-PotaleStJosephCentre115-AF
Potale Saint-Raboni;""" Isolée dans la campagne, aux abords d’un croisement, potale en calcaire millésimée de 1868 comme le signale l’inscription « RIEN / SANS DIEU . 1868 ». Tête en bâtière tronquée, creusée d’une niche en anse de panier fermée jadis par une grille en ferronnerie, et posée sur un haut pied creusé de larges stries."" IPIC : 92097-INV-0143-01 Les statuettes ne sont pas d'origine.";Saint Raboni est le saint des malheureux en amour.;Ohey;Perwez;Rue du bâtis du Moulin et rue St-Raboni + à l'intersection ;50.45208;5.177772;Perwez-Cat2.4-PotaleSaintRaboni-PG-01Perwez-Cat2.4-PotaleSaintRaboni-PG-02;Perwez-Cat2.4-PotaleSaintRaboni-PG
Potale Saint-Roch;""" A l’angle de la rue, simple borne-potale en calcaire probablement du 19e siècle. Pied quadrangulaire surmonté d’une tablette où repose la tête cintrée creusée d’une niche gardée par une grille en ferronnerie. CS ""IPIC : 92097-INV-0094-01 Potale dédiée à saint Roch. Grillage  fermée par un cadenas.";""" Saint Roch nè va jamais sins s'tchin "" (saint Roch ne part jamais sans son chien) est une expression populaire utilisée dans notre région.

Saint Roch est né à Montpellier à la fin du 13e siècle. Il est le patron des chirurgiens et, à la suite d'un plaisant jeu de mots, des paveurs et des carriers, surtout dans la région de Lessines. Motifs d'invocation : peste, choléra, guérison des plaies, toutes les maladies contagieuses, ...
Source : Jean-Luc Dubart, Les saints guérisseurs, Ath, Ab Editions, t.2, 1997, p.78.";Ohey;Haillot;Rue du Centre et rue Saint Mort + au croisement des;50.44579;5.14783;Haillot-Cat2.4-PotaleSaintRoch-MT-01                         Haillot-Cat2.4-PotaleSaintRoch-MT-02                         Haillot-Cat2.4-PotaleSaintRoch-MT-03                ;
Potale Solière;Isolé dans la campagne et entouré de deux arbres, reposoir de haute taille en forme de pilier en brique, avec base et chapiteau calcaire, intégrant en son milieu une potale posée sur une dalle, toutes deux en calcaire. Dans la niche en plein cintre, petit piédestal dépourvu de sa statue. A l'avant du reposoir, élément en pierre non identifié.;Cette potale, se trouve juste à la limite de Perwez et Solière.;Ohey;Perwez;Chemin de Perwez, sn;50.472202;5.177138;Perwez-Cat2.5-PotaleSoliere-PG-01Perwez-Cat2.5-PotaleSoliere-PG-02;Perwez-Cat2.5-PotaleSoliere-PG
Potale-reposoir à la rue Dehasse;""" Installée en contre-haut d’un puits bénéficiant d’un aménagement récent, solide borne-potale en calcaire dont la niche en plein cintre affiche la date de 1847, en partie illisible, sur la base. Tête en bâtière reposant sur une large tablette posée sur un pied quadrangulaire. CS ""IPIC : 92097-INV-0037-02 Dans une espace aéré et garni de beaux arbres, près d'un ru bien vivant et d'un puits malheureusement tari. Niche vide. ";Pas d'information trouvée;Ohey;Haillot;Rue Dehasse, 212 + à côté de;50.45163;5.15388;Haillot-Cat2.5-PotaleReposoirDehasse-AF-01Haillot-Cat2.5-PotaleReposoirDehasse-AF-02Haillot-Cat2.5-PotaleReposoirDehasse-AF-03Haillot-Cat2.5-PotaleReposoirDehasse-AF-04Haillot-Cat2.5-PotaleReposoirDehasse-AF-05;Haillot-Cat2.5-PotaleReposoirDehasse-AF
Potales jumelles du n°102 rue Bois Dame Agis;Dans l'angle d'un muret, potales jumelles fermées par une grille commune, posées sur un socle bas et large, protégées sur les côtés par deux rampants. Statues de saint-Hubert et de saint-Joseph avec l'enfant Jésus.  ;Il semble que l'endroit était une prise d'eau, sans aucune certitude.;Ohey;Perwez;Rue Bois Dame Agis, 102;50.464345;5.177176;Perwez-Cat2.4-Potalesjumelles-PG-01Perwez-Cat2.4-Potalesjumelles-PG-02;Perwez-Cat2.4-Potalesjumelles-PG
Puits de la rue du Moulin;Puits quadrangulaire en pierre, muni d'un levier-piston dont il ne reste qu'un morceau de 86 cm de long.;Pas d'information trouvée;Ohey;Ohey;Rue du Moulin + entre le n°7 et le n°15;50.436048;5.125522;Ohey-Cat1.4-PuitsMoulin-AD-01Ohey-Cat1.4-PuitsMoulin-AD-02Ohey-Cat1.4-PuitsMoulin-AD-03;Ohey-Cat1.4-PuitsMoulin-AD
Puits de Reppe;Puits quadrangulaire en maçonnerie de grès ferrugineux, recouvert par une dalle et pourvu d'une avancée cantonnée par des murs rampants;Ce puits communal est utilisé par le voisin pour l'alimentation en eau de ses bêtes. Il a été restauré en 1990, dans le cadre de l'année thématique wallonne des fontaines. Un sentier public y mène mais il n'est pas entretenu.;Ohey;Ohey;Rue de Reppe , 129;50.42615;5.09174;Ohey-Cat1.4-PuitsReppe-AF-01Ohey-Cat1.4-PuitsReppe-AF-02Ohey-Cat1.4-PuitsReppe-AF-03Ohey-Cat1.4-PuitsReppe-AF-04Ohey-Cat1.4-PuitsReppe-OG-01Ohey-Cat1.4-PuitsReppe-OG-02;Ohey-Cat1.4-PuitsReppe-AF
Puits du n°171 route de Huy;""" Edifiée en plusieurs étapes au départ d’un noyau remontant probablement à la fin du 18e siècle, ferme organisée en U, le long de la voirie. (...)  Au centre se distingue le logis établi en double corps en moellons réglés de calcaire percé de baies dégressives, et à sa gauche, une porte à linteau bombé à clé qui s’ouvre curieusement sur un puits intérieur. ""IPIC : 92097-INV-0092-01";Non vérifié;Ohey;Ohey;Route de Huy, 171;50.430968;5.12895;Photos manquantes;
Puits rue Bois d'Ohey n°257;Au bout d'une petite pelouse entretenue, entre deux allées de la maison, puits quadrangulaire en maçonnerie de grès ferrugineux, recouvert par une dalle et sécurisé à l'avant par une lame de grès. Pas de mécanisme de puisage visible dans le puits. Par contre, une pompe à bras, qui semble complète, est placée devant le puits. Toujours fonctionnelle ?;Puits communal dont le dernier utilisateur régulier était M. Lamborelle André. Il venait avec une brouette et des cruches pour donner de l’eau à ses chevaux.;Ohey;Ohey;Rue Bois d’Ohey, 257;50.44065;5.11243;Ohey-Cat1.4-PuitsBoisd'Ohey-OG-01;
Puits rue Dehasse;Situé à l'arrière et en contre-bas d'une imposante borne-potale à large tablette, puits quadrangulaire en maçonnerie de grès fermé à l'avant par une grille récente. Escalier d'accès et muret aménagés récemment.     ;"Le puits a été tari suite à des travaux dans une propriété jouxtant le site (en 2019) . Témoignage oral

L'eau qui coule à proximité, et en abondance, vient d'une source située dans la prairie en face de la borne-potale. Elle a donné son nom à la ""rue de la Source"" toute proche.   ";Ohey;Haillot;Rue Dehasse, 212 + à côté de;50.451513;5.153616;Haillot-Cat1.4-PuitsDehasse-AF-01Haillot-Cat1.4-PuitsDehasse-AF-02Haillot-Cat1.4-PuitsDehasse-AF-03Haillot-Cat1.4-PuitsDehasse-AF-04                                                 ;Haillot-Cat1.4-PuitsDehasse-AF
Représentation du Christ en croix du n°20 rue du Village;""" A l’entrée du village, installée dos à la rue pour la façade principale, ancienne petite ferme en grès et calcaire sous toit à deux versants, qui remonte au début du 18e siècle comme l’indique la date de 1727 gravée sur une clé d’une fenêtre de l’étage, côté cour. (...) s’ouvre par une porte à linteau en bâtière, probablement de remploi, sur piédroits à queues de pierre. Au-dessus survit une belle pierre cintrée de la 2e moitié du 16e siècle, à l’effigie du Christ en croix et inscription gothique très détériorée. CS ""IPIC : 92097-INV-0047-02";"L'origine de cette pierre pourrait s'expliquer par la présence, dans cette habitation et à une époque non déterminée, d'une communauté ou d'un groupe de religieuses.
Témoignage oral de l'actuel propriétaire";Ohey;Perwez;Rue du Village,20;50.451956;5.171602;Perwez-Cat2.2-ChristVillage20-AF-01Perwez-Cat2.2-ChristVillage20-AF-02Perwez-Cat2.2-ChristVillage20-AF-03;Perwez-Cat2.2-ChristVillage20-AF
Sépulture Burton Rasquin Bouchat Jeannin;Sépulture située dans l'allée droite 02, parcelle 21. Cimetière repris à l'IPIC sous la référence 92097-INV-0098-01;"Marcel Rasquin était bourgmestre du Grand Gesves  et le soldat Henri Rasquin fut tué le 20 octobre 1943.

Suite des inscriptions :
Partie latérale gauche :
ISIDORE BURTON / NÉ / LE 11 DÉCEMBRE 1844 / DÉCÉDÉ / LE 11 FÉVRIER 1917   -   MARIE HENRIETTE / BOUCHAT / NÉE LE 10 MAI 1847 / DÉCÉDÉE / LE 3 AOÛT 1919   -   MARIE BURTON / NÉE / LE 10 MAI 1884 / DÉCÉDÉE / LE 23 OCTOBRE 1960   -   CHARLOTTE BURTON / NÉE LE 21 JUIN 1886 / DÉCÉDÉE / LE 20 NOVEMBRE 1903   -   CAMILLE RASQUIN / NÉ LE 29 SEPTEMBRE 1910 / DÉCÉDÉ / LE 19 FÉVRIER 1911   -   JOSEPH RASQUIN / NÉ / LE 29 MAI 1887 / DÉCÉDÉ / LE 9 JUILLET 1952
Partie latérale droite :
MARIE / RASQUIN / 1893 – 1968   -   AIMÉ RASQUIN / NÉ / LE 29 OCTOBRE 1889 / DÉCÉDÉ / LE 3 MARS 1950   -   THÉRÈSE RASQUIN / NÉE / LE 7 JUIN 1838 / DÉCÉDÉE / LE 11 NOVEMBRE 1919   -   LÉONTINE JEANNIN / NÉE / LE 14 OCTOBRE 1861 / DÉCÉDÉE / LE 19 AVRIL 1940   -   FERDINAND RASQUIN / NÉ / LE 26 DÉCEMBRE 1860 / DÉCÉDÉ / LE 22 FÉVRIER 1917   -   BERTHA NIGOT / 1915 – 2007 / MADELEINE RASQUIN / 1950 – 2011   -   MADELEINE LAHAUT / 1901 – 1982 / JEAN-LOUIS / RASQUIN / 1955 – 1984   -   MARCEL RASQUIN / BOURGMESTRE / DU GRAND GESVES / 1922-1977   -   HENRI RASQUIN / NÉ LE 27 MARS 1892 / TOMBÉ GLORIEUSEMENT / SOUS LES BALLES ENNEMIES / À BRUXELLES / LE 20 OCTOBRE 1943";Ohey;Ohey;Rue Marteau + cimetière, allée droite 02 parcelle 21;50.439998;5.12969;Ohey-Cat11.4-TombeBurtonRasquinBouchatJeannin-AF-01Ohey-Cat11.4-TombeBurtonRasquinBouchatJeannin-AF-02Ohey-Cat11.4-TombeBurtonRasquinBouchatJeannin-AF-03;Ohey-Cat11.4-TombeBurtonRasquinBouchatJeannin-AF
Sépulture Daiche Nelis Simon;Evocation du Golgotha : Christ en croix émergant d'une butte rocailleuse. Parcelle délimitée par des potelets reliés par des chaînes. Allée centrale parcelle 409. Cimetière repris à l'IPIC sous la référence 92097-INV-0098-01;"Casimir Désiré Joseph Daiche (Namur 20.07.1877 – Ohey 15.09.1939), curé d’Ohey de 1917 à sa mort. Arrêté par les Allemands le 4 mai 1917 par la police secrète allemande suite à la dénonciation de deux paroissiennes de son ancienne paroisse de Rivière sous l’accusation d’avoir  tenu des propos contre l’occupant et appelé la population à résister, il est condamné à 18 mois de prison. Il est transféré à la prison de Siegburg en Allemagne en septembre 1917. Il est libéré par les révolutionnaires allemands le 8 novembre 1918. 

Considéré comme prisonnier politique, l’abbé Daiche est décoré de la croix de 1e classe 1914-1918 et de la médaille du prisonnier politique. Son nom figure au palmarès de la reconnaissance nationale.

A Ohey, l’abbé Daiche sera à l’origine des orgues et de l’horloge de l’église Saint-Pierre et fera ériger un calvaire en remerciement d’être revenu vivant de sa détention en Allemagne.";Ohey;Ohey;Rue Marteau + cimetière,  allée centrale parcelle 409;50.439998;5.12969;Ohey-Cat11.4-TombeDaicheNelisSimon-AF-01àOhey-Cat11.4-TombeDaicheNelisSimon-AF-05;
Sépulture Dejardin-Nihoul;"Intéressant mausolée d'inspiration néo-classique adossé au mur terminal du cimetière, parmi d'autres monuments importants. En façade, porte métallique au centre de quatre fausses colonnes à fût cannelé, surmontées d'une frise portant décors et inscriptions. Sur la corniche, acrotères et élément central avec mention "" A PERPETUITE "" supportant une croix. A l'avant, espace privatif délimité par des potelets reliés par des chaînes. Signature "" CHALUT OTEPPE "" au bas du mausolée.";""" A la sortie du village en direction de Goesnes, cimetière enclos de murs en moellons de calcaire, accessible par une entrée bordée de deux solides piliers en calcaire. Contre les murs, importants monuments en pierre calcaire d’inspirations diverses. (...) ""
IPIC : 92097-INV-0144-01";Ohey;Perwez;Rue du Bois de Goesnes + cimetière;50.456028;5.176366;Perwez-Cat18-TombeDejardinNihoul-PG-01Perwez-Cat18-TombeDejardinNihoul-PG-02Perwez-Cat18-TombeDejardinNihoul-AF-01Perwez-Cat18-TombeDejardinNihoul-AF-02;Perwez-Cat18-TombeDejardinNihoul-PG
Sépulture D'Hondt Hontoir;Sépulture signée par l'artisan H. Payafat, située dans l'allée droite 02, parcelle 37. Un écusson signale la présence d'une résistante : Marthe D'Hondt. Cimetière repris à l'IPIC sous la référence 92097-INV-0098-01;"Marthe D’Hondt était résistante.

Suite des inscriptions :
Stèle latérale gauche :
MARGUERITE D’HONDT / DÉCÉDÉE À CINEY / LE 17 JUIN 1905 / À L’ÂGE DE 57 ANS  -  MARIA D’HONDT / DÉCÉDÉE À NAMUR / LE 3 JUIN 1961 / À L’ÂGE DE 76 ANS  -  LOUISE D’HONDT / DÉCÉDÉE LE 5-9-1964 / À L’ÂGE DE 78 ANS
Stèle latérale droite :
L’ABBÉ J. D’HONDT / LE 3-9-1941 / À L’ÂGE DE 59 ANS  -  MARTHE D’HONDT / DÉCÉDÉE À WAVRE / LE 12-5-1985 / À L’ÂGE DE 90 ANS  -  GENEVIÈVE CHARLIER / 18-4-1924 / 26-6-1999";Ohey;Ohey;Rue Marteau + cimetière, allée droite 02 parcelle 37;50.439998;5.12969;Ohey-Cat11.4-TombeDHondtHontoir-AF-01Ohey-Cat11.4-TombeDHondtHontoir-AF-02Ohey-Cat11.4-TombeDHondtHontoir-AF-03;Ohey-Cat11.4-TombeDHondtHontoir-AF
